sgRNA	Gene	test1.D0	test1.T14	test1.D14	test3.D0	test3.T14	test3.D14
HGLibA_45579	SMAD4	126	167	135	143	213	133
HGLibA_63492	hsa-mir-6829	147	142	121	156	240	100
HGLibA_18257	FYTTD1	150	172	125	169	306	137
HGLibA_31835	NFKBIZ	68	67	68	87	108	103
HGLibA_46992	SRL	44	79	75	61	85	63
HGLibA_21827	HNRNPH3	114	75	67	35	43	8
HGLibA_40005	RABEPK	202	206	207	276	187	178
HGLibA_38569	PRKD2	149	149	172	124	155	118
HGLibA_28817	MED8	137	66	45	259	249	84
HGLibA_04087	BAG5	225	195	230	221	340	216
HGLibA_34166	OR52E8	170	161	178	333	176	185
HGLibA_11005	CPSF4	216	88	53	220	43	25
HGLibA_24860	KIF13B	176	237	251	140	135	242
HGLibA_61904	hsa-mir-548an	122	133	117	155	119	100
HGLibA_54053	WDR25	57	107	61	47	127	75
HGLibA_54756	YY1	166	121	138	181	199	99
HGLibA_20834	HAO2	191	208	201	196	141	159
HGLibA_62874	hsa-mir-6506	208	194	195	237	294	215
HGLibA_61241	hsa-mir-4783	201	168	106	132	134	127
HGLibA_07716	CCDC178	147	140	129	136	114	112
HGLibA_12584	DCXR	90	95	91	130	117	77
HGLibA_32196	NMRK1	61	93	104	72	48	55
HGLibA_64991	NonTargetingControlGuideForHuman_0608	137	167	124	115	189	103
HGLibA_50378	TMEM38A	59	24	79	43	22	48
HGLibA_39104	PSMB2	38	30	35	129	38	40
HGLibA_10405	CNTN2	149	122	146	201	160	137
HGLibA_25655	KRTAP15-1	188	225	154	179	171	145
HGLibA_49629	TLL1	114	98	105	118	141	107
HGLibA_37309	PMFBP1	89	55	79	77	38	52
HGLibA_59740	hsa-mir-4258	122	88	132	82	82	84
HGLibA_18312	G6PC3	233	212	225	170	218	142
HGLibA_01258	AGTPBP1	151	154	144	122	133	80
HGLibA_01010	ADORA1	80	88	111	119	32	40
HGLibA_29762	MPP6	176	161	198	139	330	208
HGLibA_27922	MAGEA9	37	37	48	59	55	92
HGLibA_27876	MAFB	23	68	49	25	121	27
HGLibA_27190	LRIT3	200	150	169	171	221	200
HGLibA_31051	NADKD1	133	140	131	127	95	88
HGLibA_37015	PLCL1	56	37	61	39	25	46
HGLibA_39267	PTCH1	192	183	171	396	266	274
HGLibA_10755	COQ4	96	148	177	182	160	179
HGLibA_62132	hsa-mir-554	123	123	130	118	136	155
HGLibA_14955	ELOF1	204	167	271	267	378	256
HGLibA_08259	CD180	155	154	148	200	113	114
HGLibA_26850	LOC100505549	173	140	193	228	189	199
HGLibA_42543	S100A13	165	225	164	173	207	142
HGLibA_65114	NonTargetingControlGuideForHuman_0731	80	44	40	49	41	38
HGLibA_43969	SH3RF1	87	104	109	194	76	75
HGLibA_18984	GGA2	37	37	43	34	11	30
HGLibA_10094	CLP1	131	210	125	131	82	108
HGLibA_61642	hsa-mir-5188	75	49	91	86	98	73
HGLibA_39514	PTPRK	229	208	239	198	234	240
HGLibA_37288	PM20D2	214	224	196	236	376	191
HGLibA_01284	AHCTF1	70	35	31	56	15	44
HGLibA_60978	hsa-mir-4720	66	108	84	52	101	77
HGLibA_63481	hsa-mir-6826	48	58	51	62	69	58
HGLibA_55106	ZDHHC22	211	232	198	176	164	173
HGLibA_22679	IFNA4	143	120	161	95	151	67
HGLibA_49766	TMC7	86	132	190	178	179	153
HGLibA_02776	ARHGAP40	157	208	147	162	171	127
HGLibA_17975	FRAS1	269	160	179	239	350	234
HGLibA_57240	hsa-mir-1185-1	109	104	133	85	78	64
HGLibA_56615	ZNF711	54	47	40	139	38	67
HGLibA_14949	ELMSAN1	242	269	297	344	317	222
HGLibA_60393	hsa-mir-4494	123	79	107	156	143	84
HGLibA_42302	RSBN1	62	80	52	82	123	60
HGLibA_18709	GBA	25	32	33	65	22	24
HGLibA_14539	EFCAB3	92	107	118	88	90	96
HGLibA_56695	ZNF766	142	160	151	178	212	134
HGLibA_26325	LEPREL4	151	149	244	143	255	131
HGLibA_32894	NUAK2	44	54	58	51	69	88
HGLibA_17702	FMO1	45	71	68	99	54	62
HGLibA_56529	ZNF682	139	132	132	122	187	131
HGLibA_36780	PIWIL4	117	96	61	72	87	95
HGLibA_52704	UBL4A	150	136	173	151	224	145
HGLibA_51200	TPSG1	254	273	203	153	154	137
HGLibA_00278	ABHD4	139	126	111	47	71	68
HGLibA_50068	TMEM175	109	114	143	186	314	84
HGLibA_11825	CWF19L1	58	35	49	58	38	17
HGLibA_01126	AFP	73	76	82	114	149	61
HGLibA_35426	PCDHA10	87	88	119	180	92	115
HGLibA_43408	15-Sep	93	74	74	103	61	47
HGLibA_56004	ZNF441	178	118	163	129	267	160
HGLibA_26349	LGALS12	23	39	46	45	60	69
HGLibA_09665	CHTF8	136	114	133	164	224	100
HGLibA_47175	SSTR1	140	130	175	189	145	152
HGLibA_10478	COG4	194	133	146	245	230	156
HGLibA_31309	NCK2	126	155	147	219	273	150
HGLibA_49797	TMCO6	111	125	78	214	136	74
HGLibA_11143	CRHR2	183	248	193	180	268	104
HGLibA_51622	TRIML1	157	146	193	212	325	169
HGLibA_36194	PGAM1	77	85	63	96	166	61
HGLibA_09536	CHRD	177	179	248	141	178	142
HGLibA_36835	PKMYT1	102	45	50	67	90	39
HGLibA_08198	CCT3	162	159	202	215	215	162
HGLibA_60840	hsa-mir-4682	249	279	253	375	277	235
HGLibA_58697	hsa-mir-3156-3	148	142	150	80	210	126
HGLibA_42932	SCGB3A1	59	39	74	88	49	66
HGLibA_20998	HDAC1	245	250	238	185	282	212
HGLibA_22984	IL15RA	321	407	382	416	367	270
HGLibA_23373	INSC	29	15	14	26	46	1
HGLibA_51111	TPD52	108	150	172	55	130	62
HGLibA_19946	GPR156	204	210	195	256	294	134
HGLibA_15887	F8A1	215	200	173	291	183	165
HGLibA_46372	SPAG9	263	311	267	433	266	185
HGLibA_30885	MYOG	81	125	84	79	101	68
HGLibA_24304	KCNK13	111	128	153	69	178	135
HGLibA_42341	RSPH9	131	174	81	112	133	80
HGLibA_07711	CCDC177	233	190	273	398	301	260
HGLibA_41132	RHBDF1	142	144	98	130	153	133
HGLibA_28645	MCPH1	82	97	102	141	134	78
HGLibA_37093	PLEKHD1	175	171	239	189	296	148
HGLibA_00506	ACOXL	220	181	251	256	122	242
HGLibA_60867	hsa-mir-4689	149	149	180	201	257	189
HGLibA_27912	MAGEA3	167	161	134	122	179	202
HGLibA_28044	MAML1	42	83	45	28	85	63
HGLibA_35802	PDE5A	31	45	44	30	10	23
HGLibA_64760	NonTargetingControlGuideForHuman_0377	88	114	88	119	128	61
HGLibA_48593	TBCE	49	50	52	99	55	45
HGLibA_41470	RNF112	141	208	205	111	231	147
HGLibA_46558	SPCS1	89	74	93	74	35	89
HGLibA_61336	hsa-mir-486	258	202	152	323	239	171
HGLibA_08858	CDON	105	92	94	64	125	88
HGLibA_15839	EZR	93	117	109	172	128	141
HGLibA_16542	FAM229B	54	91	84	23	36	90
HGLibA_05839	C1orf228	60	33	36	43	35	26
HGLibA_14002	DSCAML1	45	77	58	99	127	66
HGLibA_25987	LAMP5	312	267	366	317	369	273
HGLibA_56048	ZNF468	220	178	251	198	225	172
HGLibA_57361	hsa-mir-1244-1	55	65	81	126	99	81
HGLibA_59640	hsa-mir-3945	20	24	38	50	109	27
HGLibA_12965	DENND6A	135	154	160	147	253	105
HGLibA_17674	FLVCR1	302	298	291	290	399	226
HGLibA_17404	FGF3	192	153	223	298	330	217
HGLibA_02362	AP5Z1	325	226	231	296	492	263
HGLibA_50558	TMEM91	165	216	206	171	96	193
HGLibA_39115	PSMB6	124	102	125	101	84	88
HGLibA_28676	MDGA1	211	252	232	201	214	211
HGLibA_25693	KRTAP2-3	68	81	84	174	125	123
HGLibA_30523	MUC12	129	172	162	111	111	120
HGLibA_38171	PPP2R5A	42	34	62	21	123	49
HGLibA_39726	QPCT	70	83	77	60	89	66
HGLibA_58324	hsa-mir-2392	2	8	2	11	5	7
HGLibA_63247	hsa-mir-6770-1	90	66	76	80	169	73
HGLibA_07447	CBX2	151	120	173	176	111	114
HGLibA_59631	hsa-mir-3943	127	81	83	93	161	100
HGLibA_56244	ZNF561	279	268	263	318	244	276
HGLibA_50754	TNFRSF13B	65	135	79	73	53	102
HGLibA_18720	GBE1	103	89	69	102	55	81
HGLibA_57389	hsa-mir-1248	167	159	190	168	209	212
HGLibA_31899	NHLRC2	158	115	143	136	109	92
HGLibA_62730	hsa-mir-623	162	129	104	116	107	86
HGLibA_53420	USP9Y	77	111	83	147	244	166
HGLibA_49282	THADA	157	140	168	211	161	167
HGLibA_53697	VN1R1	114	166	168	162	97	102
HGLibA_06022	C20orf27	136	129	109	88	167	113
HGLibA_45873	SNAI3	126	97	97	80	163	113
HGLibA_33824	OR2L3	145	184	201	213	241	198
HGLibA_28773	MED20	72	56	48	46	74	43
HGLibA_03441	ATF4	129	136	108	153	118	94
HGLibA_21598	HLA-B	103	129	78	66	94	45
HGLibA_57515	hsa-mir-1270-1	200	180	194	235	226	218
HGLibA_12268	DAB2	190	229	113	253	167	150
HGLibA_42789	SAYSD1	138	132	121	177	137	160
HGLibA_46836	SPRY1	119	85	59	139	73	68
HGLibA_11849	CXCL11	236	219	278	141	181	165
HGLibA_39974	RAB6B	62	57	82	76	92	76
HGLibA_12592	DDAH2	99	73	57	70	175	76
HGLibA_60779	hsa-mir-4666a	226	193	207	259	352	216
HGLibA_35515	PCDHB9	154	190	253	212	270	299
HGLibA_62042	hsa-mir-548m	105	62	55	65	100	74
HGLibA_16617	FAM47E	176	207	221	254	196	155
HGLibA_50735	TNFRSF10B	65	40	65	102	24	52
HGLibA_38228	PPP6R3	98	123	134	85	135	171
HGLibA_17510	FIG4	185	200	171	254	254	221
HGLibA_43440	SEP3	61	49	49	63	58	104
HGLibA_03113	ARRDC1	69	40	71	32	92	47
HGLibA_30431	MTMR4	70	72	69	78	69	88
HGLibA_06105	C2CD4D	102	68	69	49	107	53
HGLibA_20446	GSR	102	45	41	90	161	128
HGLibA_62722	hsa-mir-621	52	48	75	73	52	46
HGLibA_40948	RFT1	66	115	44	85	85	57
HGLibA_38975	PRSS8	97	83	80	100	100	65
HGLibA_38468	PRHOXNB	162	176	212	136	316	190
HGLibA_06897	CACNA1H	86	51	77	84	62	40
HGLibA_42320	RSL24D1	144	121	94	105	130	66
HGLibA_64416	NonTargetingControlGuideForHuman_0033	86	106	97	132	170	121
HGLibA_32079	NLGN4Y	165	162	183	71	157	151
HGLibA_60482	hsa-mir-450b	92	170	111	132	174	77
HGLibA_48508	TBC1D23	147	177	193	145	108	155
HGLibA_06348	C4orf6	40	42	47	63	45	34
HGLibA_47978	SYNE2	85	78	123	83	72	46
HGLibA_30414	MTMR11	91	96	92	55	128	72
HGLibA_64674	NonTargetingControlGuideForHuman_0291	138	87	152	73	136	89
HGLibA_60627	hsa-mir-4540	305	176	258	240	369	151
HGLibA_15506	ERMN	37	57	45	69	29	60
HGLibA_33495	OR10G4	150	174	132	119	215	103
HGLibA_41872	RPL13A	158	138	78	78	132	48
HGLibA_20736	H1FNT	144	110	127	71	146	107
HGLibA_24648	KIAA0753	83	85	59	27	56	59
HGLibA_21415	HIST1H2BB	54	19	27	10	7	17
HGLibA_61811	hsa-mir-539	63	72	79	123	46	67
HGLibA_36016	PEBP4	275	254	207	305	248	201
HGLibA_35859	PDGFRL	144	160	200	114	157	137
HGLibA_10623	COL9A2	103	117	90	149	107	97
HGLibA_57742	hsa-mir-1307	135	136	98	142	69	91
HGLibA_28385	MARVELD3	142	147	142	200	185	93
HGLibA_11185	CRLF1	171	105	92	99	78	87
HGLibA_12208	CYP51A1	90	94	99	36	63	56
HGLibA_10119	CLPX	10	19	48	61	8	27
HGLibA_45419	SLC9A5	267	263	233	251	166	308
HGLibA_05860	C1orf50	57	61	73	51	189	79
HGLibA_19334	GLT6D1	304	227	264	251	287	181
HGLibA_30345	MTERFD3	72	78	94	133	158	78
HGLibA_30637	MYB	49	67	61	45	89	28
HGLibA_64170	hsa-mir-8082	79	63	62	176	106	49
HGLibA_16178	FAM154B	71	110	113	57	108	105
HGLibA_30344	MTERFD2	161	134	104	129	108	119
HGLibA_12421	DCAF12L1	233	185	141	120	216	132
HGLibA_48986	TELO2	115	99	116	100	200	137
HGLibA_42399	RTN1	206	255	252	265	261	238
HGLibA_47760	SULT2B1	178	138	202	134	308	200
HGLibA_62316	hsa-mir-5696	136	104	89	109	200	180
HGLibA_57488	hsa-mir-1266	67	49	44	71	121	50
HGLibA_26620	LIPJ	38	70	82	107	88	59
HGLibA_60886	hsa-mir-4694	205	162	180	281	442	269
HGLibA_21115	HELLS	76	76	119	79	100	59
HGLibA_39433	PTPN11	94	30	43	41	51	33
HGLibA_50204	TMEM209	21	38	14	83	28	45
HGLibA_61346	hsa-mir-487a	57	52	47	56	11	29
HGLibA_54228	WDSUB1	112	75	99	120	104	92
HGLibA_60759	hsa-mir-4662a	150	152	134	195	182	165
HGLibA_65247	NonTargetingControlGuideForHuman_0864	79	139	96	73	95	60
HGLibA_13881	DPP8	201	195	159	118	303	96
HGLibA_31184	NAT8B	146	123	188	102	247	174
HGLibA_05231	C12orf39	64	58	104	79	48	122
HGLibA_03047	ARMCX4	126	143	143	97	94	139
HGLibA_20246	GREM2	64	73	95	104	109	72
HGLibA_45272	SLC5A4	179	190	172	132	169	148
HGLibA_43485	SERINC1	205	183	166	211	195	229
HGLibA_00211	ABCF3	107	133	190	148	133	138
HGLibA_14272	DYRK1A	40	41	51	69	65	52
HGLibA_47045	SRRM1	236	165	87	164	90	37
HGLibA_38348	PRB4	80	107	126	149	188	61
HGLibA_31598	NEDD1	304	404	463	326	489	320
HGLibA_12581	DCX	45	22	72	34	53	30
HGLibA_60285	hsa-mir-4470	115	142	116	156	138	108
HGLibA_36729	PIR	240	346	267	251	295	202
HGLibA_52355	TUT1	149	135	117	152	118	182
HGLibA_54262	WFDC2	221	282	296	216	384	370
HGLibA_07150	CAPN12	176	171	188	199	295	208
HGLibA_13018	DFFA	224	209	188	205	207	105
HGLibA_37350	PNKP	330	227	300	326	331	232
HGLibA_27420	LRRC71	298	399	398	366	514	357
HGLibA_24084	KATNBL1	298	212	237	229	382	232
HGLibA_00965	ADH7	65	67	78	39	82	53
HGLibA_22493	ICAM1	141	180	128	149	247	172
HGLibA_48378	TAS2R19	193	186	206	214	112	176
HGLibA_44275	SKI	134	87	62	57	55	63
HGLibA_37984	PPM1J	127	77	124	82	86	93
HGLibA_12098	CYP27B1	104	80	83	158	94	85
HGLibA_10674	COMMD7	112	113	124	44	76	68
HGLibA_21857	HNRPLL	228	320	205	225	233	162
HGLibA_07140	CAPG	155	124	182	62	125	155
HGLibA_39045	PSG4	65	55	45	43	9	29
HGLibA_63471	hsa-mir-6823	38	34	15	44	67	45
HGLibA_40888	REV3L	200	309	207	250	466	132
HGLibA_23149	IL36B	206	192	154	94	92	143
HGLibA_01792	AMIGO1	132	194	179	63	127	100
HGLibA_44955	SLC35A4	151	154	155	91	120	126
HGLibA_22497	ICAM2	146	130	151	134	258	171
HGLibA_42520	RYR1	156	152	167	150	194	118
HGLibA_06370	C5orf28	40	9	52	1	8	88
HGLibA_41365	RMDN1	39	67	26	51	24	46
HGLibA_45352	SLC7A11	22	38	38	24	34	35
HGLibA_05370	C14orf79	60	56	51	42	101	82
HGLibA_36526	PICK1	60	73	79	43	170	67
HGLibA_11943	CXorf56	107	91	113	81	57	68
HGLibA_01088	AEBP2	109	198	128	140	147	116
HGLibA_47756	SULT1E1	141	111	127	140	160	94
HGLibA_56606	ZNF709	50	39	62	45	66	59
HGLibA_17285	FER	69	155	163	74	158	81
HGLibA_20433	GSKIP	36	21	25	15	0	33
HGLibA_21684	HMGA1	99	72	66	92	109	78
HGLibA_21843	HNRNPR	194	113	170	119	233	162
HGLibA_32068	NLGN1	170	168	199	182	234	198
HGLibA_65104	NonTargetingControlGuideForHuman_0721	38	59	65	51	90	85
HGLibA_45655	SMC5	51	15	14	100	55	21
HGLibA_09185	CEPT1	141	109	139	100	138	120
HGLibA_16182	FAM155B	129	104	117	173	128	124
HGLibA_52947	UHRF1BP1	107	107	109	101	136	137
HGLibA_10148	CLTC	199	92	73	168	225	67
HGLibA_62119	hsa-mir-551a	79	57	110	122	70	120
HGLibA_39082	PSMA5	74	66	90	67	26	51
HGLibA_55176	ZFHX4	123	140	112	119	111	134
HGLibA_21388	HIST1H2AE	70	84	95	78	67	71
HGLibA_45099	SLC39A13	246	274	295	327	204	202
HGLibA_40081	RAD51AP1	99	58	67	114	37	111
HGLibA_00909	ADCY10	70	65	73	67	82	32
HGLibA_39175	PSMD5	211	177	217	187	172	152
HGLibA_05055	C10orf131	3	15	11	33	39	30
HGLibA_57667	hsa-mir-1297	34	43	56	44	30	45
HGLibA_44530	SLC20A2	215	142	260	147	268	158
HGLibA_39296	PTEN	24	30	24	28	60	41
HGLibA_27737	LYPLA1	109	80	145	60	100	91
HGLibA_63421	hsa-mir-6811	93	72	60	134	54	114
HGLibA_05603	C17orf99	121	156	99	96	111	84
HGLibA_39531	PTPRR	52	41	55	29	15	8
HGLibA_43516	SERPINA3	164	160	161	118	200	128
HGLibA_47700	SUCLG1	131	122	155	193	210	117
HGLibA_00841	ADAMTS8	97	180	102	159	168	93
HGLibA_12099	CYP27C1	117	137	182	176	265	148
HGLibA_07606	CCDC137	92	86	68	51	86	44
HGLibA_48392	TAS2R38	91	136	182	155	122	136
HGLibA_22895	IGSF5	127	186	158	156	218	172
HGLibA_24033	KANK4	173	223	192	224	189	150
HGLibA_04985	BTRC	157	254	193	228	215	166
HGLibA_42722	SAP30	59	94	90	92	100	84
HGLibA_01204	AGO1	218	252	143	220	190	185
HGLibA_37388	PNMAL2	102	123	115	141	149	98
HGLibA_02632	ARAP3	196	123	173	199	240	115
HGLibA_32541	NPVF	83	64	80	59	144	64
HGLibA_47615	STX10	106	120	32	103	71	122
HGLibA_27120	LPPR3	104	94	93	97	116	88
HGLibA_14933	ELMO2	214	87	78	143	161	133
HGLibA_09632	CHST2	150	120	166	164	301	188
HGLibA_28214	MAP4K2	117	111	145	175	244	117
HGLibA_14473	EDN2	146	83	137	162	154	89
HGLibA_48194	TAF1	107	80	119	134	85	94
HGLibA_62288	hsa-mir-5692a-1	66	126	77	36	65	47
HGLibA_40088	RAD51B	269	292	269	302	317	274
HGLibA_50215	TMEM214	166	181	147	196	90	125
HGLibA_33197	OAS1	103	104	65	143	210	67
HGLibA_59801	hsa-mir-4274	138	108	140	175	76	143
HGLibA_03394	ASXL3	46	55	36	31	87	32
HGLibA_20198	GRAMD1B	111	139	127	111	110	67
HGLibA_37839	PPARD	237	278	217	181	175	189
HGLibA_41357	RLN3	117	112	139	188	201	151
HGLibA_50530	TMEM87A	47	97	85	18	97	25
HGLibA_25425	KRT14	111	72	78	160	161	52
HGLibA_26012	LAP3	22	26	27	3	31	32
HGLibA_03193	ASAP1	150	142	102	105	211	107
HGLibA_17726	FN1	101	102	60	124	131	67
HGLibA_49116	TF	180	159	216	264	188	177
HGLibA_43897	SH2D4A	86	133	104	90	125	72
HGLibA_57301	hsa-mir-1226	60	49	47	24	31	56
HGLibA_23798	ITGB8	237	290	332	388	396	148
HGLibA_03492	ATG4B	207	160	167	214	200	167
HGLibA_25601	KRTAP10-12	141	185	185	162	200	149
HGLibA_34591	ORAI2	59	51	42	6	36	8
HGLibA_26836	LOC100288814	94	85	114	34	42	62
HGLibA_34815	OXCT2	44	55	26	32	78	24
HGLibA_02524	APOH	36	40	34	14	5	20
HGLibA_43095	SDAD1	71	96	115	137	190	148
HGLibA_31372	NCR3LG1	203	154	177	209	203	155
HGLibA_64546	NonTargetingControlGuideForHuman_0163	140	119	194	167	229	173
HGLibA_02681	ARFRP1	148	96	77	168	161	51
HGLibA_45747	SMIM20	314	253	192	197	205	138
HGLibA_24154	KCNAB3	311	330	312	297	316	350
HGLibA_29583	MOAP1	61	57	82	49	22	42
HGLibA_37602	POLR2L	28	3	15	17	0	0
HGLibA_60660	hsa-mir-4639	271	274	285	342	402	281
HGLibA_18080	FSD1L	73	109	66	33	49	56
HGLibA_40386	RASSF5	118	126	175	163	142	159
HGLibA_34656	OSBPL3	118	104	129	71	108	100
HGLibA_34945	PABPN1L	111	87	89	92	186	96
HGLibA_28650	MCRS1	142	169	219	176	291	142
HGLibA_44906	SLC30A3	206	210	335	190	347	178
HGLibA_29859	MRI1	73	87	78	77	68	74
HGLibA_37125	PLEKHH1	80	77	66	78	36	89
HGLibA_18594	GALR3	176	132	169	246	143	112
HGLibA_35568	PCDHGB7	144	185	193	136	223	127
HGLibA_23569	IREB2	30	68	28	45	39	26
HGLibA_55550	ZNF185	271	306	207	290	394	231
HGLibA_38917	PRSS23	94	71	105	68	163	98
HGLibA_04271	BCDIN3D	109	125	118	106	54	68
HGLibA_50002	TMEM151B	137	134	177	130	135	117
HGLibA_24789	KIAA1598	163	204	256	225	183	235
HGLibA_43411	SEPHS1	239	307	272	204	344	245
HGLibA_19113	GINS4	110	66	90	87	162	64
HGLibA_31885	NGRN	135	85	99	213	232	107
HGLibA_05309	C13orf35	80	89	57	118	77	47
HGLibA_07919	CCDC9	50	58	56	19	103	26
HGLibA_39793	RAB11FIP1	226	232	194	238	257	207
HGLibA_44330	SLC10A1	168	145	142	237	83	230
HGLibA_03823	ATRNL1	51	65	65	53	99	39
HGLibA_16095	FAM129A	147	108	160	132	144	139
HGLibA_53976	WBP2	72	91	39	63	37	58
HGLibA_30029	MRPS10	169	161	148	143	109	70
HGLibA_34274	OR5D13	43	20	44	46	36	30
HGLibA_01167	AGBL1	41	21	55	52	154	22
HGLibA_22578	IER3IP1	67	69	76	69	111	100
HGLibA_39872	RAB30	111	104	120	120	125	110
HGLibA_00888	ADC	91	96	145	75	45	25
HGLibA_11315	CSDE1	174	165	154	165	174	179
HGLibA_04870	BSN	86	108	78	72	59	68
HGLibA_51277	TRAK1	29	52	32	22	103	37
HGLibA_13174	DHX30	91	106	113	77	48	47
HGLibA_37794	POU6F1	114	118	105	194	155	128
HGLibA_37312	PML	79	108	78	89	84	78
HGLibA_41924	RPL28	244	238	89	180	302	105
HGLibA_09412	CHDC2	80	43	54	33	67	26
HGLibA_56313	ZNF583	214	284	321	247	275	271
HGLibA_41151	RHD	125	93	134	102	212	94
HGLibA_31043	NACC2	55	45	81	59	59	65
HGLibA_28719	MEA1	124	119	155	176	128	108
HGLibA_39306	PTGDR2	322	444	434	211	411	327
HGLibA_02685	ARG1	139	84	99	58	74	31
HGLibA_35252	PARS2	22	29	21	14	47	47
HGLibA_41738	ROBO3	37	37	45	39	51	46
HGLibA_59799	hsa-mir-4274	124	74	103	152	103	74
HGLibA_24613	KIAA0247	98	141	98	189	156	104
HGLibA_65333	NonTargetingControlGuideForHuman_0950	134	120	155	103	194	134
HGLibA_28683	MDH1	93	131	111	134	165	90
HGLibA_29192	MIB1	119	107	116	128	262	76
HGLibA_63303	hsa-mir-6781	88	76	87	48	113	53
HGLibA_51259	TRAF4	186	181	181	184	171	165
HGLibA_33675	OR1J1	357	320	328	361	261	315
HGLibA_43035	SCP2	24	7	11	5	18	15
HGLibA_30256	MST1L	230	193	210	233	333	132
HGLibA_42278	RRP36	74	97	90	145	229	43
HGLibA_50730	TNFAIP8L3	90	128	55	103	52	64
HGLibA_16474	FAM213B	114	93	96	68	96	100
HGLibA_49415	THUMPD1	268	281	187	268	193	230
HGLibA_44629	SLC24A6	25	15	11	0	8	19
HGLibA_11271	CRYGA	104	93	102	154	98	133
HGLibA_25954	LAMA5	90	83	64	83	89	107
HGLibA_35667	PCSK1	42	49	34	85	64	71
HGLibA_02618	AR	23	49	31	48	91	45
HGLibA_42039	RPP38	157	138	55	113	62	49
HGLibA_06848	CABP1	75	60	109	159	112	106
HGLibA_37581	POLR2G	136	110	181	213	321	141
HGLibA_28741	MED12	162	207	234	197	342	223
HGLibA_28251	MAPK10	139	180	150	231	127	128
HGLibA_17706	FMO2	211	102	128	185	275	120
HGLibA_25906	L3MBTL4	49	49	39	84	52	69
HGLibA_28512	MBNL2	181	177	217	241	314	202
HGLibA_22326	HSPBAP1	75	60	89	72	42	100
HGLibA_18151	FUBP3	104	60	70	84	47	35
HGLibA_18956	GFOD2	128	162	110	137	185	105
HGLibA_45035	SLC36A2	107	79	52	159	112	70
HGLibA_64877	NonTargetingControlGuideForHuman_0494	146	165	243	158	176	121
HGLibA_00644	ACTN4	77	103	64	105	176	76
HGLibA_46316	SP8	239	224	273	172	160	182
HGLibA_19375	GLYATL2	33	19	32	31	64	42
HGLibA_02786	ARHGAP6	227	181	193	122	169	129
HGLibA_03468	ATG13	317	258	202	361	264	194
HGLibA_30729	MYH6	87	57	92	135	82	83
HGLibA_23107	IL25	227	201	307	228	356	281
HGLibA_11444	CST1	82	114	100	131	106	110
HGLibA_12170	CYP46A1	235	184	192	247	296	217
HGLibA_00632	ACTL8	161	160	179	231	154	92
HGLibA_64275	hsa-mir-920	33	30	61	56	28	60
HGLibA_08093	CCNG1	152	231	188	195	180	200
HGLibA_23592	IRF5	331	347	355	354	636	442
HGLibA_14360	EBI3	100	86	62	77	174	89
HGLibA_60825	hsa-mir-4677	330	320	361	394	410	286
HGLibA_04154	BARD1	114	113	119	177	140	65
HGLibA_19162	GJB3	200	209	182	155	186	140
HGLibA_35954	PDX1	76	71	99	63	113	62
HGLibA_54108	WDR48	277	171	241	191	245	185
HGLibA_18653	GAS6	64	44	61	74	39	31
HGLibA_00702	ACVRL1	123	128	88	143	112	79
HGLibA_12201	CYP4X1	68	73	80	158	66	56
HGLibA_09552	CHRM3	177	172	140	140	124	123
HGLibA_42801	SBK1	222	248	260	194	258	143
HGLibA_16966	FBP2	189	160	157	127	122	104
HGLibA_08647	CDH16	26	34	21	76	11	30
HGLibA_30007	MRPL50	121	121	117	117	169	106
HGLibA_53151	UROC1	86	87	109	53	144	118
HGLibA_44323	SLAMF9	122	89	137	139	139	78
HGLibA_41835	RPGR	130	87	130	89	103	123
HGLibA_13813	DPCD	116	72	85	92	175	70
HGLibA_04019	B4GALNT4	192	184	254	297	115	214
HGLibA_46305	SP5	72	109	69	83	157	127
HGLibA_09800	CLASRP	76	102	95	69	190	110
HGLibA_34751	OTP	27	64	45	81	90	76
HGLibA_29407	MLLT1	49	93	90	71	44	34
HGLibA_48109	SYTL5	61	73	55	9	61	26
HGLibA_33266	OCSTAMP	123	108	165	150	130	109
HGLibA_30591	MVB12B	202	195	179	241	269	146
HGLibA_17725	FN1	101	98	74	122	124	109
HGLibA_54770	ZADH2	27	18	24	6	25	23
HGLibA_20353	GRM5	169	132	136	138	281	158
HGLibA_08992	CELA2A	157	174	183	156	243	153
HGLibA_28403	MAST2	65	40	55	61	112	51
HGLibA_17363	FGF10	170	165	188	153	256	171
HGLibA_30667	MYCBP	122	52	73	69	93	39
HGLibA_03289	ASGR2	60	76	82	100	87	55
HGLibA_01659	ALKBH5	48	109	85	82	65	127
HGLibA_17010	FBXL4	146	148	124	75	117	108
HGLibA_11265	CRYBB2	115	87	132	100	123	62
HGLibA_09086	CENPT	56	64	43	101	49	82
HGLibA_12605	DDHD2	191	181	214	193	343	238
HGLibA_56754	ZNF787	167	184	185	146	106	137
HGLibA_36380	PHF5A	196	73	38	95	120	58
HGLibA_27238	LRPPRC	113	56	107	92	153	74
HGLibA_05659	C19orf43	162	114	123	172	150	80
HGLibA_09374	CHCHD5	78	68	112	101	47	49
HGLibA_37062	PLEKHA1	228	152	166	229	123	134
HGLibA_60214	hsa-mir-4452	394	393	377	403	456	269
HGLibA_39200	PSME4	180	178	176	180	298	162
HGLibA_63619	hsa-mir-6860	201	113	182	201	157	149
HGLibA_27132	LRAT	151	127	120	80	98	86
